友家·首创紫悦台3居室-南卧 [房山良乡]房山线良乡大学城   12.2㎡| 9/16层| 3室1厅  距房山线良乡大学城站391米 有2间空房   离地铁近 集体供暖 友家4.0拿铁     ￥1560(每月)  查看更多  
友家·明发雅苑3居室-南卧 [大兴天宫院]4号线生物医药基地   8.99㎡| 4/26层| 3室1厅  距4号线生物医药基地站397米 有2间空房   离地铁近 集体供暖 友家4.0米苏     ￥1730(每月)  查看更多  
友家·荣京丽都2居室-南卧 [亦庄开发区亦庄]亦庄线荣京东街   30㎡| 15/15层| 2室1厅  距亦庄线荣京东街站128米   离地铁近 集体供暖 友家4.0木棉     ￥3590(每月)  查看更多  
友家·惠康嘉园二区3居室-南卧 [门头沟滨河西区]S1号线桥户营   11.4㎡| 12/24层| 3室1厅  距S1号线桥户营站833米 有2间空房   离地铁近 独立阳台 集体供暖 友家4.0布丁     ￥1790(每月)  查看更多  
友家·华业东方玫瑰4居室-南卧 [通州临河里]八通线临河里   15.7㎡| 11/27层| 4室1厅  距八通线临河里站752米 有2间空房   离地铁近 独立阳台 集体供暖 友家4.0木棉     ￥2390(每月)  查看更多  
友家·西辛北区4居室-南卧 [顺义顺义城]15号线石门   18.77㎡| 4/6层| 4室1厅  距15号线石门站833米 有2间空房   离地铁近 独立阳台 集体供暖 友家4.0木棉     ￥2190(每月)  查看更多  
友家·金惠园三里3居室-南卧 [大兴西红门]4号线高米店北   10.9㎡| 6/6层| 3室1厅  距4号线高米店北站467米 有2间空房   离地铁近 独立阳台 集体供暖 友家4.0木棉     ￥2330(每月)  查看更多  
友家·富源里3居室-南卧 [亦庄开发区亦庄]亦庄线亦庄桥   16.9㎡| 3/6层| 3室1厅  距亦庄线亦庄桥站415米 有2间空房   离地铁近 独立阳台 集体供暖 友家4.0木棉     ￥2790(每月)  查看更多  
友家·恒大未来城3居室-南卧 [大兴大兴其它]4号线义和庄   9.1㎡| 7/23层| 3室1厅  距4号线义和庄站250米 有2间空房   离地铁近 集体供暖 友家4.0米苏     ￥1830(每月)  查看更多  
友家·恒大未来城3居室-南卧 [大兴大兴其它]4号线义和庄   9.1㎡| 21/25层| 3室1厅  距4号线义和庄站250米 有2间空房   离地铁近 集体供暖 友家4.0米苏     ￥1830(每月)  查看更多  
友家·恒大未来城3居室-南卧 [大兴大兴其它]4号线义和庄   9.3㎡| 7/23层| 3室1厅  距4号线义和庄站250米   离地铁近 集体供暖 友家4.0拿铁     ￥1890(每月)  查看更多  
友家·彩虹新城3居室-南卧 [大兴黄村]4号线枣园   16.6㎡| 2/14层| 3室1厅  距4号线枣园站384米   离地铁近 独立阳台 集体供暖 友家4.0木棉     ￥2430(每月)  查看更多  
友家·长阳半岛1号院2居室-南卧 [房山长阳]房山线长阳   9.7㎡| 18/21层| 2室1厅  距房山线长阳站673米   离地铁近 集体供暖 友家5.0米苏     ￥2190(每月)  查看更多  
友家·彩虹新城3居室-南卧 [大兴黄村]4号线枣园   16㎡| 15/16层| 3室1厅  距4号线枣园站384米   离地铁近 独立阳台 集体供暖 友家4.0布丁     ￥2390(每月)  查看更多  
友家·保利春天里2居室-南卧 [大兴黄村]4号线天宫院   13.3㎡| 26/30层| 2室1厅  距4号线天宫院站112米 有2间空房   离地铁近 集体供暖 友家5.0木棉     ￥3490(每月)  查看更多  
友家·前进花园玉兰苑4居室-南卧 [顺义顺义城]15号线石门   14.8㎡| 3/6层| 4室1厅  距15号线石门站621米 有2间空房   离地铁近 独卫 集体供暖 友家4.0拿铁     ￥2560(每月)  查看更多  
友家·西辛南区3居室-南卧 [顺义顺义城]15号线石门   10㎡| 6/6层| 3室1厅  距15号线石门站84米   离地铁近 独卫 集体供暖 友家4.0布丁     ￥2660(每月)  查看更多  
友家·保利春天里4居室-北卧 [大兴黄村]4号线天宫院   8.07㎡| 18/30层| 4室1厅  距4号线天宫院站112米 有2间空房   离地铁近 集体供暖 友家5.0布丁     ￥1890(每月)  查看更多  
友家·保利春天里4居室-北卧 [大兴黄村]4号线天宫院   8.01㎡| 18/30层| 4室1厅  距4号线天宫院站112米 有2间空房   离地铁近 集体供暖 友家5.0布丁     ￥1860(每月)  查看更多  
友家·保利春天里4居室-北卧 [大兴黄村]4号线天宫院   8.07㎡| 20/27层| 4室1厅  距4号线天宫院站112米   离地铁近 集体供暖 友家5.0布丁     ￥1830(每月)  查看更多  
友家·保利春天里4居室-北卧 [大兴黄村]4号线天宫院   8.6㎡| 14/24层| 4室1厅  距4号线天宫院站112米   离地铁近 集体供暖 友家5.0米苏     ￥1890(每月)  查看更多  
友家·彩虹新城3居室-南卧 [大兴黄村]4号线枣园   18.8㎡| 7/17层| 3室1厅  距4号线枣园站384米 有2间空房   离地铁近 独立阳台 集体供暖 友家4.0木棉     ￥2490(每月)  查看更多  
友家·首创紫悦台4居室-南卧 [房山良乡]房山线良乡大学城   10.4㎡| 18/18层| 4室1厅  距房山线良乡大学城站391米 有2间空房   离地铁近 集体供暖 友家4.0布丁     ￥1460(每月)  查看更多  
友家·首创紫悦台4居室-南卧 [房山良乡]房山线良乡大学城   10.1㎡| 13/18层| 4室1厅  距房山线良乡大学城站391米 有2间空房   离地铁近 集体供暖 友家4.0布丁     ￥1490(每月)  查看更多  
友家·首创紫悦台4居室-南卧 [房山良乡]房山线良乡大学城   10㎡| 12/18层| 4室1厅  距房山线良乡大学城站391米 有2间空房   离地铁近 集体供暖 友家4.0布丁     ￥1490(每月)  查看更多  
友家·安河家园3居室-南卧 [海淀海淀北部新区]16号线北安河   12.5㎡| 4/15层| 3室1厅  距16号线北安河站392米 有2间空房   离地铁近 独立阳台 独立供暖 友家4.0拿铁     ￥2290(每月)  查看更多  
友家·新城阳光3居室-南卧 [通州梨园]八通线梨园   12.65㎡| 8/15层| 3室1厅  距八通线梨园站445米   离地铁近 独立阳台 集体供暖 友家4.0拿铁     ￥2560(每月)  查看更多  
友家·龙湖时代天街3居室-南卧 [大兴黄村]4号线生物医药基地   17.25㎡| 4/18层| 3室1厅  距4号线生物医药基地站160米 有2间空房   离地铁近 友家4.0木棉     ￥2790(每月)  查看更多  
友家·安河家园3居室-南卧 [海淀海淀北部新区]16号线北安河   12.5㎡| 2/10层| 3室1厅  距16号线北安河站392米   离地铁近 独立阳台 独立供暖 友家4.0拿铁     ￥2290(每月)  查看更多  
友家·西辛南区4居室-南卧 [顺义顺义城]15号线石门   12.98㎡| 5/6层| 4室1厅  距15号线石门站84米   离地铁近 集体供暖 友家4.0布丁     ￥1990(每月)  查看更多  
